"cantidad(-1)","cantidad(-2)","cantidad(-3)","cantidad(-4)","cantidad(-5)","cantidad(-6)","cantidad(-7)","cantidad(-8)","cantidad(-9)","cantidad(-10)","cantidad(-11)","temperatura_media_media(-1)","temperatura_media_media(-2)","temperatura_media_media(-3)","temperatura_media_media(-4)","temperatura_media_media(-5)","temperatura_media_media(-6)","temperatura_media_media(-7)","temperatura_media_media(-8)","temperatura_media_media(-9)","temperatura_media_media(-10)","temperatura_media_media(-11)","indice(-1)","indice(-2)","indice(-3)","indice(-4)","indice(-5)","indice(-6)","indice(-7)","indice(-8)","indice(-9)","indice(-10)","indice(-11)","humedad_min_media_porc(-1)","humedad_min_media_porc(-2)","humedad_min_media_porc(-3)","humedad_min_media_porc(-4)","humedad_min_media_porc(-5)","humedad_min_media_porc(-6)","humedad_min_media_porc(-7)","humedad_min_media_porc(-8)","humedad_min_media_porc(-9)","humedad_min_media_porc(-10)","humedad_min_media_porc(-11)","humedad_max_media_porc(-1)","humedad_max_media_porc(-2)","humedad_max_media_porc(-3)","humedad_max_media_porc(-4)","humedad_max_media_porc(-5)","humedad_max_media_porc(-6)","humedad_max_media_porc(-7)","humedad_max_media_porc(-8)","humedad_max_media_porc(-9)","humedad_max_media_porc(-10)","humedad_max_media_porc(-11)","lluvia_mm(-1)","lluvia_mm(-2)","lluvia_mm(-3)","lluvia_mm(-4)","lluvia_mm(-5)","lluvia_mm(-6)","lluvia_mm(-7)","lluvia_mm(-8)","lluvia_mm(-9)","lluvia_mm(-10)","lluvia_mm(-11)","humedad_media_media_porc(-1)","humedad_media_media_porc(-2)","humedad_media_media_porc(-3)","humedad_media_media_porc(-4)","humedad_media_media_porc(-5)","humedad_media_media_porc(-6)","humedad_media_media_porc(-7)","humedad_media_media_porc(-8)","humedad_media_media_porc(-9)","humedad_media_media_porc(-10)","humedad_media_media_porc(-11)","temperatura_max_media(-1)","temperatura_max_media(-2)","temperatura_max_media(-3)","temperatura_max_media(-4)","temperatura_max_media(-5)","temperatura_max_media(-6)","temperatura_max_media(-7)","temperatura_max_media(-8)","temperatura_max_media(-9)","temperatura_max_media(-10)","temperatura_max_media(-11)","nivel(-1)","nivel(-2)","nivel(-3)","nivel(-4)","nivel(-5)","nivel(-6)","nivel(-7)","nivel(-8)","nivel(-9)","nivel(-10)","nivel(-11)","cantidad","temperatura_min_media(-1)","temperatura_min_media(-2)","temperatura_min_media(-3)","temperatura_min_media(-4)","temperatura_min_media(-5)","temperatura_min_media(-6)","temperatura_min_media(-7)","temperatura_min_media(-8)","temperatura_min_media(-9)","temperatura_min_media(-10)","temperatura_min_media(-11)"
0,0,0,0,0,0,0,0,0,0,0,25.0,22.0,17.571,19.143,18.286,13.143,13.857,14.0,18.571,17.571,16.0,1.143,1.068,0.993,0.917,0.842,0.766,0.691,0.616,0.54,0.465,0.389,41.286,38.714,52.0,36.143,52.286,37.143,39.286,46.714,64.714,46.714,64.429,78.714,83.0,87.714,76.0,85.714,89.286,84.714,91.429,91.714,89.857,95.429,13.0,0.0,11.0,1.0,8.0,11.0,20.0,1.0,24.0,7.0,26.3,57.429,61.0,69.571,56.571,69.286,64.857,61.571,69.286,78.429,69.714,82.143,29.857,27.714,21.571,24.571,24.0,18.571,18.286,18.571,22.143,24.0,20.143,2.23,2.38,2.6,2.78,2.91,3.18,3.22,3.2,2.92,2.64,2.6,0,20.143,16.143,13.571,13.0,12.429,7.571,9.429,9.714,14.429,11.0,11.857
0,0,0,0,0,0,0,0,0,0,0,18.429,25.0,22.0,17.571,19.143,18.286,13.143,13.857,14.0,18.571,17.571,1.219,1.143,1.068,0.993,0.917,0.842,0.766,0.691,0.616,0.54,0.465,46.0,41.286,38.714,52.0,36.143,52.286,37.143,39.286,46.714,64.714,46.714,79.143,78.714,83.0,87.714,76.0,85.714,89.286,84.714,91.429,91.714,89.857,7.0,13.0,0.0,11.0,1.0,8.0,11.0,20.0,1.0,24.0,7.0,64.714,57.429,61.0,69.571,56.571,69.286,64.857,61.571,69.286,78.429,69.714,23.0,29.857,27.714,21.571,24.571,24.0,18.571,18.286,18.571,22.143,24.0,2.1,2.23,2.38,2.6,2.78,2.91,3.18,3.22,3.2,2.92,2.64,0,13.857,20.143,16.143,13.571,13.0,12.429,7.571,9.429,9.714,14.429,11.0
0,0,0,0,0,0,0,0,0,0,0,22.143,18.429,25.0,22.0,17.571,19.143,18.286,13.143,13.857,14.0,18.571,1.294,1.219,1.143,1.068,0.993,0.917,0.842,0.766,0.691,0.616,0.54,37.857,46.0,41.286,38.714,52.0,36.143,52.286,37.143,39.286,46.714,64.714,81.857,79.143,78.714,83.0,87.714,76.0,85.714,89.286,84.714,91.429,91.714,0.0,7.0,13.0,0.0,11.0,1.0,8.0,11.0,20.0,1.0,24.0,59.286,64.714,57.429,61.0,69.571,56.571,69.286,64.857,61.571,69.286,78.429,28.143,23.0,29.857,27.714,21.571,24.571,24.0,18.571,18.286,18.571,22.143,1.94,2.1,2.23,2.38,2.6,2.78,2.91,3.18,3.22,3.2,2.92,0,16.143,13.857,20.143,16.143,13.571,13.0,12.429,7.571,9.429,9.714,14.429
0,0,0,0,0,0,0,0,0,0,0,19.571,22.143,18.429,25.0,22.0,17.571,19.143,18.286,13.143,13.857,14.0,1.37,1.294,1.219,1.143,1.068,0.993,0.917,0.842,0.766,0.691,0.616,33.143,37.857,46.0,41.286,38.714,52.0,36.143,52.286,37.143,39.286,46.714,84.429,81.857,79.143,78.714,83.0,87.714,76.0,85.714,89.286,84.714,91.429,5.0,0.0,7.0,13.0,0.0,11.0,1.0,8.0,11.0,20.0,1.0,56.714,59.286,64.714,57.429,61.0,69.571,56.571,69.286,64.857,61.571,69.286,25.857,28.143,23.0,29.857,27.714,21.571,24.571,24.0,18.571,18.286,18.571,1.79,1.94,2.1,2.23,2.38,2.6,2.78,2.91,3.18,3.22,3.2,0,13.143,16.143,13.857,20.143,16.143,13.571,13.0,12.429,7.571,9.429,9.714
0,0,0,0,0,0,0,0,0,0,0,18.429,19.571,22.143,18.429,25.0,22.0,17.571,19.143,18.286,13.143,13.857,1.445,1.37,1.294,1.219,1.143,1.068,0.993,0.917,0.842,0.766,0.691,31.429,33.143,37.857,46.0,41.286,38.714,52.0,36.143,52.286,37.143,39.286,78.0,84.429,81.857,79.143,78.714,83.0,87.714,76.0,85.714,89.286,84.714,90.6,5.0,0.0,7.0,13.0,0.0,11.0,1.0,8.0,11.0,20.0,54.571,56.714,59.286,64.714,57.429,61.0,69.571,56.571,69.286,64.857,61.571,23.714,25.857,28.143,23.0,29.857,27.714,21.571,24.571,24.0,18.571,18.286,1.79,1.79,1.94,2.1,2.23,2.38,2.6,2.78,2.91,3.18,3.22,0,11.714,13.143,16.143,13.857,20.143,16.143,13.571,13.0,12.429,7.571,9.429
0,0,0,0,0,0,0,0,0,0,0,25.0,18.429,19.571,22.143,18.429,25.0,22.0,17.571,19.143,18.286,13.143,1.52,1.445,1.37,1.294,1.219,1.143,1.068,0.993,0.917,0.842,0.766,40.857,31.429,33.143,37.857,46.0,41.286,38.714,52.0,36.143,52.286,37.143,76.571,78.0,84.429,81.857,79.143,78.714,83.0,87.714,76.0,85.714,89.286,1.0,90.6,5.0,0.0,7.0,13.0,0.0,11.0,1.0,8.0,11.0,57.429,54.571,56.714,59.286,64.714,57.429,61.0,69.571,56.571,69.286,64.857,30.143,23.714,25.857,28.143,23.0,29.857,27.714,21.571,24.571,24.0,18.571,1.64,1.79,1.79,1.94,2.1,2.23,2.38,2.6,2.78,2.91,3.18,0,19.714,11.714,13.143,16.143,13.857,20.143,16.143,13.571,13.0,12.429,7.571
0,0,0,0,0,0,0,0,0,0,0,22.857,25.0,18.429,19.571,22.143,18.429,25.0,22.0,17.571,19.143,18.286,1.596,1.52,1.445,1.37,1.294,1.219,1.143,1.068,0.993,0.917,0.842,42.286,40.857,31.429,33.143,37.857,46.0,41.286,38.714,52.0,36.143,52.286,87.429,76.571,78.0,84.429,81.857,79.143,78.714,83.0,87.714,76.0,85.714,21.0,1.0,90.6,5.0,0.0,7.0,13.0,0.0,11.0,1.0,8.0,63.857,57.429,54.571,56.714,59.286,64.714,57.429,61.0,69.571,56.571,69.286,28.0,30.143,23.714,25.857,28.143,23.0,29.857,27.714,21.571,24.571,24.0,1.4,1.64,1.79,1.79,1.94,2.1,2.23,2.38,2.6,2.78,2.91,0,16.857,19.714,11.714,13.143,16.143,13.857,20.143,16.143,13.571,13.0,12.429
0,0,0,0,0,0,0,0,0,0,0,24.429,22.857,25.0,18.429,19.571,22.143,18.429,25.0,22.0,17.571,19.143,1.671,1.596,1.52,1.445,1.37,1.294,1.219,1.143,1.068,0.993,0.917,51.857,42.286,40.857,31.429,33.143,37.857,46.0,41.286,38.714,52.0,36.143,93.0,87.429,76.571,78.0,84.429,81.857,79.143,78.714,83.0,87.714,76.0,20.2,21.0,1.0,90.6,5.0,0.0,7.0,13.0,0.0,11.0,1.0,73.286,63.857,57.429,54.571,56.714,59.286,64.714,57.429,61.0,69.571,56.571,29.857,28.0,30.143,23.714,25.857,28.143,23.0,29.857,27.714,21.571,24.571,1.52,1.4,1.64,1.79,1.79,1.94,2.1,2.23,2.38,2.6,2.78,0,18.857,16.857,19.714,11.714,13.143,16.143,13.857,20.143,16.143,13.571,13.0
0,0,0,0,0,0,0,0,0,0,0,25.286,24.429,22.857,25.0,18.429,19.571,22.143,18.429,25.0,22.0,17.571,1.476,1.671,1.596,1.52,1.445,1.37,1.294,1.219,1.143,1.068,0.993,38.143,51.857,42.286,40.857,31.429,33.143,37.857,46.0,41.286,38.714,52.0,77.857,93.0,87.429,76.571,78.0,84.429,81.857,79.143,78.714,83.0,87.714,0.0,20.2,21.0,1.0,90.6,5.0,0.0,7.0,13.0,0.0,11.0,56.0,73.286,63.857,57.429,54.571,56.714,59.286,64.714,57.429,61.0,69.571,31.429,29.857,28.0,30.143,23.714,25.857,28.143,23.0,29.857,27.714,21.571,1.89,1.52,1.4,1.64,1.79,1.79,1.94,2.1,2.23,2.38,2.6,0,20.429,18.857,16.857,19.714,11.714,13.143,16.143,13.857,20.143,16.143,13.571
0,0,0,0,0,0,0,0,0,0,0,28.333,25.286,24.429,22.857,25.0,18.429,19.571,22.143,18.429,25.0,22.0,2.144,1.476,1.671,1.596,1.52,1.445,1.37,1.294,1.219,1.143,1.068,40.857,38.143,51.857,42.286,40.857,31.429,33.143,37.857,46.0,41.286,38.714,70.714,77.857,93.0,87.429,76.571,78.0,84.429,81.857,79.143,78.714,83.0,32.0,0.0,20.2,21.0,1.0,90.6,5.0,0.0,7.0,13.0,0.0,55.857,56.0,73.286,63.857,57.429,54.571,56.714,59.286,64.714,57.429,61.0,34.571,31.429,29.857,28.0,30.143,23.714,25.857,28.143,23.0,29.857,27.714,1.94,1.89,1.52,1.4,1.64,1.79,1.79,1.94,2.1,2.23,2.38,0,24.429,20.429,18.857,16.857,19.714,11.714,13.143,16.143,13.857,20.143,16.143
0,0,0,0,0,0,0,0,0,0,0,26.286,28.333,25.286,24.429,22.857,25.0,18.429,19.571,22.143,18.429,25.0,3.159,2.144,1.476,1.671,1.596,1.52,1.445,1.37,1.294,1.219,1.143,51.0,40.857,38.143,51.857,42.286,40.857,31.429,33.143,37.857,46.0,41.286,85.714,70.714,77.857,93.0,87.429,76.571,78.0,84.429,81.857,79.143,78.714,30.0,32.0,0.0,20.2,21.0,1.0,90.6,5.0,0.0,7.0,13.0,71.0,55.857,56.0,73.286,63.857,57.429,54.571,56.714,59.286,64.714,57.429,30.714,34.571,31.429,29.857,28.0,30.143,23.714,25.857,28.143,23.0,29.857,1.86,1.94,1.89,1.52,1.4,1.64,1.79,1.79,1.94,2.1,2.23,0,21.571,24.429,20.429,18.857,16.857,19.714,11.714,13.143,16.143,13.857,20.143
0,0,0,0,0,0,0,0,0,0,0,29.571,26.286,28.333,25.286,24.429,22.857,25.0,18.429,19.571,22.143,18.429,4.16,3.159,2.144,1.476,1.671,1.596,1.52,1.445,1.37,1.294,1.219,42.0,51.0,40.857,38.143,51.857,42.286,40.857,31.429,33.143,37.857,46.0,81.0,85.714,70.714,77.857,93.0,87.429,76.571,78.0,84.429,81.857,79.143,5.0,30.0,32.0,0.0,20.2,21.0,1.0,90.6,5.0,0.0,7.0,62.286,71.0,55.857,56.0,73.286,63.857,57.429,54.571,56.714,59.286,64.714,34.714,30.714,34.571,31.429,29.857,28.0,30.143,23.714,25.857,28.143,23.0,1.82,1.86,1.94,1.89,1.52,1.4,1.64,1.79,1.79,1.94,2.1,0,24.571,21.571,24.429,20.429,18.857,16.857,19.714,11.714,13.143,16.143,13.857
0,0,0,0,0,0,0,0,0,0,0,29.714,29.571,26.286,28.333,25.286,24.429,22.857,25.0,18.429,19.571,22.143,4.252,4.16,3.159,2.144,1.476,1.671,1.596,1.52,1.445,1.37,1.294,43.714,42.0,51.0,40.857,38.143,51.857,42.286,40.857,31.429,33.143,37.857,75.571,81.0,85.714,70.714,77.857,93.0,87.429,76.571,78.0,84.429,81.857,1.0,5.0,30.0,32.0,0.0,20.2,21.0,1.0,90.6,5.0,0.0,61.143,62.286,71.0,55.857,56.0,73.286,63.857,57.429,54.571,56.714,59.286,34.857,34.714,30.714,34.571,31.429,29.857,28.0,30.143,23.714,25.857,28.143,1.72,1.82,1.86,1.94,1.89,1.52,1.4,1.64,1.79,1.79,1.94,0,24.857,24.571,21.571,24.429,20.429,18.857,16.857,19.714,11.714,13.143,16.143
0,0,0,0,0,0,0,0,0,0,0,25.571,29.714,29.571,26.286,28.333,25.286,24.429,22.857,25.0,18.429,19.571,4.283,4.252,4.16,3.159,2.144,1.476,1.671,1.596,1.52,1.445,1.37,52.429,43.714,42.0,51.0,40.857,38.143,51.857,42.286,40.857,31.429,33.143,86.571,75.571,81.0,85.714,70.714,77.857,93.0,87.429,76.571,78.0,84.429,22.6,1.0,5.0,30.0,32.0,0.0,20.2,21.0,1.0,90.6,5.0,69.714,61.143,62.286,71.0,55.857,56.0,73.286,63.857,57.429,54.571,56.714,30.429,34.857,34.714,30.714,34.571,31.429,29.857,28.0,30.143,23.714,25.857,1.22,1.72,1.82,1.86,1.94,1.89,1.52,1.4,1.64,1.79,1.79,0,21.714,24.857,24.571,21.571,24.429,20.429,18.857,16.857,19.714,11.714,13.143
0,0,0,0,0,0,0,0,0,0,0,25.429,25.571,29.714,29.571,26.286,28.333,25.286,24.429,22.857,25.0,18.429,4.315,4.283,4.252,4.16,3.159,2.144,1.476,1.671,1.596,1.52,1.445,56.286,52.429,43.714,42.0,51.0,40.857,38.143,51.857,42.286,40.857,31.429,95.143,86.571,75.571,81.0,85.714,70.714,77.857,93.0,87.429,76.571,78.0,43.0,22.6,1.0,5.0,30.0,32.0,0.0,20.2,21.0,1.0,90.6,75.286,69.714,61.143,62.286,71.0,55.857,56.0,73.286,63.857,57.429,54.571,29.714,30.429,34.857,34.714,30.714,34.571,31.429,29.857,28.0,30.143,23.714,1.64,1.22,1.72,1.82,1.86,1.94,1.89,1.52,1.4,1.64,1.79,0,21.429,21.714,24.857,24.571,21.571,24.429,20.429,18.857,16.857,19.714,11.714
0,0,0,0,0,0,0,0,0,0,0,27.143,25.429,25.571,29.714,29.571,26.286,28.333,25.286,24.429,22.857,25.0,4.347,4.315,4.283,4.252,4.16,3.159,2.144,1.476,1.671,1.596,1.52,34.286,56.286,52.429,43.714,42.0,51.0,40.857,38.143,51.857,42.286,40.857,78.857,95.143,86.571,75.571,81.0,85.714,70.714,77.857,93.0,87.429,76.571,0.0,43.0,22.6,1.0,5.0,30.0,32.0,0.0,20.2,21.0,1.0,53.714,75.286,69.714,61.143,62.286,71.0,55.857,56.0,73.286,63.857,57.429,33.0,29.714,30.429,34.857,34.714,30.714,34.571,31.429,29.857,28.0,30.143,2.15,1.64,1.22,1.72,1.82,1.86,1.94,1.89,1.52,1.4,1.64,0,21.143,21.429,21.714,24.857,24.571,21.571,24.429,20.429,18.857,16.857,19.714
0,0,0,0,0,0,0,0,0,0,0,28.571,27.143,25.429,25.571,29.714,29.571,26.286,28.333,25.286,24.429,22.857,4.378,4.347,4.315,4.283,4.252,4.16,3.159,2.144,1.476,1.671,1.596,48.857,34.286,56.286,52.429,43.714,42.0,51.0,40.857,38.143,51.857,42.286,94.0,78.857,95.143,86.571,75.571,81.0,85.714,70.714,77.857,93.0,87.429,16.5,0.0,43.0,22.6,1.0,5.0,30.0,32.0,0.0,20.2,21.0,73.286,53.714,75.286,69.714,61.143,62.286,71.0,55.857,56.0,73.286,63.857,34.143,33.0,29.714,30.429,34.857,34.714,30.714,34.571,31.429,29.857,28.0,2.26,2.15,1.64,1.22,1.72,1.82,1.86,1.94,1.89,1.52,1.4,0,23.571,21.143,21.429,21.714,24.857,24.571,21.571,24.429,20.429,18.857,16.857
0,0,0,0,0,0,0,0,0,0,0,27.429,28.571,27.143,25.429,25.571,29.714,29.571,26.286,28.333,25.286,24.429,4.41,4.378,4.347,4.315,4.283,4.252,4.16,3.159,2.144,1.476,1.671,56.429,48.857,34.286,56.286,52.429,43.714,42.0,51.0,40.857,38.143,51.857,93.571,94.0,78.857,95.143,86.571,75.571,81.0,85.714,70.714,77.857,93.0,40.4,16.5,0.0,43.0,22.6,1.0,5.0,30.0,32.0,0.0,20.2,75.0,73.286,53.714,75.286,69.714,61.143,62.286,71.0,55.857,56.0,73.286,32.0,34.143,33.0,29.714,30.429,34.857,34.714,30.714,34.571,31.429,29.857,2.25,2.26,2.15,1.64,1.22,1.72,1.82,1.86,1.94,1.89,1.52,3,23.143,23.571,21.143,21.429,21.714,24.857,24.571,21.571,24.429,20.429,18.857
3,0,0,0,0,0,0,0,0,0,0,29.0,27.429,28.571,27.143,25.429,25.571,29.714,29.571,26.286,28.333,25.286,4.473,4.41,4.378,4.347,4.315,4.283,4.252,4.16,3.159,2.144,1.476,46.857,56.429,48.857,34.286,56.286,52.429,43.714,42.0,51.0,40.857,38.143,89.429,93.571,94.0,78.857,95.143,86.571,75.571,81.0,85.714,70.714,77.857,30.0,40.4,16.5,0.0,43.0,22.6,1.0,5.0,30.0,32.0,0.0,70.143,75.0,73.286,53.714,75.286,69.714,61.143,62.286,71.0,55.857,56.0,34.286,32.0,34.143,33.0,29.714,30.429,34.857,34.714,30.714,34.571,31.429,2.55,2.25,2.26,2.15,1.64,1.22,1.72,1.82,1.86,1.94,1.89,9,24.429,23.143,23.571,21.143,21.429,21.714,24.857,24.571,21.571,24.429,20.429
9,3,0,0,0,0,0,0,0,0,0,27.0,29.0,27.429,28.571,27.143,25.429,25.571,29.714,29.571,26.286,28.333,4.504,4.473,4.41,4.378,4.347,4.315,4.283,4.252,4.16,3.159,2.144,46.571,46.857,56.429,48.857,34.286,56.286,52.429,43.714,42.0,51.0,40.857,86.571,89.429,93.571,94.0,78.857,95.143,86.571,75.571,81.0,85.714,70.714,37.0,30.0,40.4,16.5,0.0,43.0,22.6,1.0,5.0,30.0,32.0,65.286,70.143,75.0,73.286,53.714,75.286,69.714,61.143,62.286,71.0,55.857,31.714,34.286,32.0,34.143,33.0,29.714,30.429,34.857,34.714,30.714,34.571,2.75,2.55,2.25,2.26,2.15,1.64,1.22,1.72,1.82,1.86,1.94,2,22.286,24.429,23.143,23.571,21.143,21.429,21.714,24.857,24.571,21.571,24.429
2,9,3,0,0,0,0,0,0,0,0,27.286,27.0,29.0,27.429,28.571,27.143,25.429,25.571,29.714,29.571,26.286,4.536,4.504,4.473,4.41,4.378,4.347,4.315,4.283,4.252,4.16,3.159,34.0,46.571,46.857,56.429,48.857,34.286,56.286,52.429,43.714,42.0,51.0,87.286,86.571,89.429,93.571,94.0,78.857,95.143,86.571,75.571,81.0,85.714,3.0,37.0,30.0,40.4,16.5,0.0,43.0,22.6,1.0,5.0,30.0,62.0,65.286,70.143,75.0,73.286,53.714,75.286,69.714,61.143,62.286,71.0,33.143,31.714,34.286,32.0,34.143,33.0,29.714,30.429,34.857,34.714,30.714,3.26,2.75,2.55,2.25,2.26,2.15,1.64,1.22,1.72,1.82,1.86,4,21.286,22.286,24.429,23.143,23.571,21.143,21.429,21.714,24.857,24.571,21.571
4,2,9,3,0,0,0,0,0,0,0,28.143,27.286,27.0,29.0,27.429,28.571,27.143,25.429,25.571,29.714,29.571,4.567,4.536,4.504,4.473,4.41,4.378,4.347,4.315,4.283,4.252,4.16,31.0,34.0,46.571,46.857,56.429,48.857,34.286,56.286,52.429,43.714,42.0,84.714,87.286,86.571,89.429,93.571,94.0,78.857,95.143,86.571,75.571,81.0,11.0,3.0,37.0,30.0,40.4,16.5,0.0,43.0,22.6,1.0,5.0,59.143,62.0,65.286,70.143,75.0,73.286,53.714,75.286,69.714,61.143,62.286,35.286,33.143,31.714,34.286,32.0,34.143,33.0,29.714,30.429,34.857,34.714,3.53,3.26,2.75,2.55,2.25,2.26,2.15,1.64,1.22,1.72,1.82,10,22.0,21.286,22.286,24.429,23.143,23.571,21.143,21.429,21.714,24.857,24.571
10,4,2,9,3,0,0,0,0,0,0,32.429,28.143,27.286,27.0,29.0,27.429,28.571,27.143,25.429,25.571,29.714,4.599,4.567,4.536,4.504,4.473,4.41,4.378,4.347,4.315,4.283,4.252,25.714,31.0,34.0,46.571,46.857,56.429,48.857,34.286,56.286,52.429,43.714,68.714,84.714,87.286,86.571,89.429,93.571,94.0,78.857,95.143,86.571,75.571,0.0,11.0,3.0,37.0,30.0,40.4,16.5,0.0,43.0,22.6,1.0,46.429,59.143,62.0,65.286,70.143,75.0,73.286,53.714,75.286,69.714,61.143,38.0,35.286,33.143,31.714,34.286,32.0,34.143,33.0,29.714,30.429,34.857,3.55,3.53,3.26,2.75,2.55,2.25,2.26,2.15,1.64,1.22,1.72,22,26.714,22.0,21.286,22.286,24.429,23.143,23.571,21.143,21.429,21.714,24.857
22,10,4,2,9,3,0,0,0,0,0,29.857,32.429,28.143,27.286,27.0,29.0,27.429,28.571,27.143,25.429,25.571,4.631,4.599,4.567,4.536,4.504,4.473,4.41,4.378,4.347,4.315,4.283,29.429,25.714,31.0,34.0,46.571,46.857,56.429,48.857,34.286,56.286,52.429,82.0,68.714,84.714,87.286,86.571,89.429,93.571,94.0,78.857,95.143,86.571,2.0,0.0,11.0,3.0,37.0,30.0,40.4,16.5,0.0,43.0,22.6,56.429,46.429,59.143,62.0,65.286,70.143,75.0,73.286,53.714,75.286,69.714,36.571,38.0,35.286,33.143,31.714,34.286,32.0,34.143,33.0,29.714,30.429,3.3,3.55,3.53,3.26,2.75,2.55,2.25,2.26,2.15,1.64,1.22,10,23.429,26.714,22.0,21.286,22.286,24.429,23.143,23.571,21.143,21.429,21.714
10,22,10,4,2,9,3,0,0,0,0,28.857,29.857,32.429,28.143,27.286,27.0,29.0,27.429,28.571,27.143,25.429,6.761,4.631,4.599,4.567,4.536,4.504,4.473,4.41,4.378,4.347,4.315,46.0,29.429,25.714,31.0,34.0,46.571,46.857,56.429,48.857,34.286,56.286,88.857,82.0,68.714,84.714,87.286,86.571,89.429,93.571,94.0,78.857,95.143,89.0,2.0,0.0,11.0,3.0,37.0,30.0,40.4,16.5,0.0,43.0,70.714,56.429,46.429,59.143,62.0,65.286,70.143,75.0,73.286,53.714,75.286,33.286,36.571,38.0,35.286,33.143,31.714,34.286,32.0,34.143,33.0,29.714,2.64,3.3,3.55,3.53,3.26,2.75,2.55,2.25,2.26,2.15,1.64,16,24.286,23.429,26.714,22.0,21.286,22.286,24.429,23.143,23.571,21.143,21.429
16,10,22,10,4,2,9,3,0,0,0,26.571,28.857,29.857,32.429,28.143,27.286,27.0,29.0,27.429,28.571,27.143,7.296,6.761,4.631,4.599,4.567,4.536,4.504,4.473,4.41,4.378,4.347,53.143,46.0,29.429,25.714,31.0,34.0,46.571,46.857,56.429,48.857,34.286,84.286,88.857,82.0,68.714,84.714,87.286,86.571,89.429,93.571,94.0,78.857,8.7,89.0,2.0,0.0,11.0,3.0,37.0,30.0,40.4,16.5,0.0,70.714,70.714,56.429,46.429,59.143,62.0,65.286,70.143,75.0,73.286,53.714,30.143,33.286,36.571,38.0,35.286,33.143,31.714,34.286,32.0,34.143,33.0,3.14,2.64,3.3,3.55,3.53,3.26,2.75,2.55,2.25,2.26,2.15,22,23.0,24.286,23.429,26.714,22.0,21.286,22.286,24.429,23.143,23.571,21.143
22,16,10,22,10,4,2,9,3,0,0,27.571,26.571,28.857,29.857,32.429,28.143,27.286,27.0,29.0,27.429,28.571,6.977,7.296,6.761,4.631,4.599,4.567,4.536,4.504,4.473,4.41,4.378,37.286,53.143,46.0,29.429,25.714,31.0,34.0,46.571,46.857,56.429,48.857,88.0,84.286,88.857,82.0,68.714,84.714,87.286,86.571,89.429,93.571,94.0,6.3,8.7,89.0,2.0,0.0,11.0,3.0,37.0,30.0,40.4,16.5,63.143,70.714,70.714,56.429,46.429,59.143,62.0,65.286,70.143,75.0,73.286,33.429,30.143,33.286,36.571,38.0,35.286,33.143,31.714,34.286,32.0,34.143,3.68,3.14,2.64,3.3,3.55,3.53,3.26,2.75,2.55,2.25,2.26,50,22.429,23.0,24.286,23.429,26.714,22.0,21.286,22.286,24.429,23.143,23.571
50,22,16,10,22,10,4,2,9,3,0,26.857,27.571,26.571,28.857,29.857,32.429,28.143,27.286,27.0,29.0,27.429,6.659,6.977,7.296,6.761,4.631,4.599,4.567,4.536,4.504,4.473,4.41,33.143,37.286,53.143,46.0,29.429,25.714,31.0,34.0,46.571,46.857,56.429,87.0,88.0,84.286,88.857,82.0,68.714,84.714,87.286,86.571,89.429,93.571,4.0,6.3,8.7,89.0,2.0,0.0,11.0,3.0,37.0,30.0,40.4,57.571,63.143,70.714,70.714,56.429,46.429,59.143,62.0,65.286,70.143,75.0,33.429,33.429,30.143,33.286,36.571,38.0,35.286,33.143,31.714,34.286,32.0,3.8,3.68,3.14,2.64,3.3,3.55,3.53,3.26,2.75,2.55,2.25,99,20.571,22.429,23.0,24.286,23.429,26.714,22.0,21.286,22.286,24.429,23.143
99,50,22,16,10,22,10,4,2,9,3,28.0,26.857,27.571,26.571,28.857,29.857,32.429,28.143,27.286,27.0,29.0,6.34,6.659,6.977,7.296,6.761,4.631,4.599,4.567,4.536,4.504,4.473,44.714,33.143,37.286,53.143,46.0,29.429,25.714,31.0,34.0,46.571,46.857,84.571,87.0,88.0,84.286,88.857,82.0,68.714,84.714,87.286,86.571,89.429,3.7,4.0,6.3,8.7,89.0,2.0,0.0,11.0,3.0,37.0,30.0,67.571,57.571,63.143,70.714,70.714,56.429,46.429,59.143,62.0,65.286,70.143,33.286,33.429,33.429,30.143,33.286,36.571,38.0,35.286,33.143,31.714,34.286,3.78,3.8,3.68,3.14,2.64,3.3,3.55,3.53,3.26,2.75,2.55,70,23.0,20.571,22.429,23.0,24.286,23.429,26.714,22.0,21.286,22.286,24.429
70,99,50,22,16,10,22,10,4,2,9,26.286,28.0,26.857,27.571,26.571,28.857,29.857,32.429,28.143,27.286,27.0,6.022,6.34,6.659,6.977,7.296,6.761,4.631,4.599,4.567,4.536,4.504,51.286,44.714,33.143,37.286,53.143,46.0,29.429,25.714,31.0,34.0,46.571,96.0,84.571,87.0,88.0,84.286,88.857,82.0,68.714,84.714,87.286,86.571,14.0,3.7,4.0,6.3,8.7,89.0,2.0,0.0,11.0,3.0,37.0,76.571,67.571,57.571,63.143,70.714,70.714,56.429,46.429,59.143,62.0,65.286,31.143,33.286,33.429,33.429,30.143,33.286,36.571,38.0,35.286,33.143,31.714,3.61,3.78,3.8,3.68,3.14,2.64,3.3,3.55,3.53,3.26,2.75,69,21.857,23.0,20.571,22.429,23.0,24.286,23.429,26.714,22.0,21.286,22.286
